source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
742055437932040193,Cernovich is a Muslim.,Cernovich is angry at Obama.,@Cernovich and @TheLamarckian are talking about gun control.,@Cernovich and @miz_gulch have done their homework.
742114513726623744,"Donald Trump is right, Snopes is wrong.",@snopes is a fake news website.,"Trump's tweet is offensive, but that doesn't make it any less true.",Donald Trump is trolling Snopes.
742571519105077248,There is no such thing as right or wrong.,There's no need to get caught up in details.,There's a lot to talk about.,There is no such thing as a right or a left.
742678930516123650,Jammie doesn't want to talk about politics.,Jammie is not a happy person.,Jamaica is not a terrorist state.,Jammie is on Twitter.
743058135300988932,There is no such thing as a free lunch.,Cespool is on fire.,They are censoring the content.,"According to Wikipedia, it's called"
744390771869102080,Cernovich is in trouble.,Cernovich is looking for a place to stay.,There is no such thing as a reliable source.,Forrest says it's the liberals that are the problem.
745236050407194624,The writer is on the east coast.,It would be nice if that would happen.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
745365403237376000,There is no such thing as too much food.,There's a lot of work to be done.,Theresa is looking for someone to talk to.,There are a few hundred people in the room.
747275598347837440,Peddoc is not happy with his followers.,Peddoc is a supporter of Hillary Clinton.,@peddoc63 is trying to confuse people with facts.,Peddoc has a problem with people who hate Muslims.
747443219487678464,There is no such thing as free will.,The list goes on and on.,There is no such thing as free will.,There's nothing to fear but fear.
748543642323783681,@gamma_ray and @WhiteHouse are angry at each other.,@gamma_ray and @WhiteHouse don't like Obama.,@gamma_ray and @TheDemocrats are trying to divide the country.,President Trump doesn't want to pay for the military.
748558349139058688,The author doesn't want to be named.,There is no such thing as too much money.,The following files are available to download.,There is no such thing as too much money.
748640007934590976,The Internet is the biggest killer.,The internet is full of lies.,The #1 trending topic on CNN is abortion.,The number one killer of Americans is the media.
749286768554438658,The Internet is full of lies.,There is a lot of misinformation on CNN.,The number of Americans killed in Afghanistan is increasing.,The number of deaths due to heart disease is increasing.
751856580874960897,There is no such thing as free trade.,There is no such thing as too much information.,It's anti-free-trade.,Vietnam's economy is in trouble.
752875379765968897,The conversation between Humanity and Donald Trump is ongoing.,Humanity wants to go to Dallas.,Humanity is getting a taste of his own medicine.,Humanity wants to know if they are invited to a meeting with the President.
752965545528528898,The World Health Organization (WHO) is concerned about the rise of violence in Europe.,"According to WHO, more than 1 billion children are victims of abuse every year.","World Bank, WHO, Pahowho, WHO and WHO",WHO supports Pahowho.
755447443009916929,Someone needs to go to jail.,It's not right in the head.,There's a lot of work to be done.,There's a lot going on in the world.
755475529294352385,It's time for the police to act.,A person should be charged with a crime.,It makes me sick to think about it.,Santiago is a writer.
755523157700648960,Trump is trying to divide the country.,The person who did this has to be arrested.,Trump is wasting taxpayers' money.,Donald Trump is a horrible person.
755548076438196225,There's a lot to talk about on Facebook.,There's something wrong with this picture.,There is no such thing as free will.,There is no such thing as a free lunch.
756282236375277568,There's a lot to say about Hillary Clinton.,There is no such thing as too much orange.,There is no such thing as too much information.,There is a link to the article.
757190314880884736,There is a man who is planning to kill himself.,There's a reason why it's called the Internet.,There is no such thing as a free lunch.,There are no winners in this game.
757367391202471937,There are a lot of people in the world who are lazy.,Donald Trump is going to be inaugurated.,There is no evidence that he's racist.,There is no such thing as racism.
757450526153900032,The situation hasn't changed much since then.,There is no such thing as too much information.,It was a difficult time for her.,(http://www.washingtonpost.com/
757748522481491968,It would be funny if it wasn't so sad.,It looks like he is having a bad day.,Leah is going on a trip.,Leah shares her opinion on politics and religion.
758825535480864769,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
759653274605740032,Gawker has a lot of followers.,Gawker is on Twitter.,@Gawker is trying to avoid being bullied.,Gawker votes for Trump.
760109079133990912,Franklin wants to know what Graham thinks about religion.,Franklin is going to the mosque.,Franklin will pray for Graham.,Franklin wants to know who is responsible for this.
760120409429643266,Franklin and Graham are against Christian clubs.,Franklin and Graham don't agree on the issue of religious freedom in schools.,Franklin and Graham don't agree with each other.,Franklin doesn't like Darwin's theory of evolution.
760928376668454912,Lila wants to know what is on the agenda.,There is no such thing as too much information.,There is no such thing as a perfect marriage.,There's a lot more to this story.
761027420849745920,It's not that we would have known about this.,There is no such thing as too much money.,Theresa shares her opinion on the matter.,There is no such thing as too much information.
761355585724055553,It's President Obama's birthday today.,It's President Obama's birthday today.,White House wishes President Obama a happy birthday.,It's President Obama's birthday today.
761381302260031489,It's President Trump's birthday today.,It's POTUS's birthday today.,It's President Obama's birthday today.,It's Barack Obama's birthday today.
761675705956655109,@usweekly is one of the beauties in the world.,@mcelroy is on Twitter.,@usweekly is a weekly newsletter.,She is a professor at the university.
762775964224847872,@POTUS and @FLOTUS are proud of the Olympians.,POTUS is not proud of the Olympics.,President Obama and First Lady Michelle Obama are having a great time.,President Obama and First Lady Michelle Obama are having a great time.
763404633217835009,@jcsaffo and @usweekly.,"@Ralph is gay, but he's not sure about it.",@mackenzieweekly is not her real name.,@usweekly has a new Twitter account.
763428684850094080,Viva la Vida is a funny website.,"It's not what you think, it's what you do.","Viva la Vida, viva la vida.",The details are not yet available.
763430916236640256,Lagartija is a journalist.,Lagartija is a journalist.,Lagartija is an old man.,Lagartija is on Twitter.
